ACC_YYMM,STATE_NAME,STATE_CODE,DISTRICT,BRANCH_CODE,BRANCH_NAME,CONTR_DESC,ASSET_MAKE_DESC,ASSET_TYPE,ASSET_LEVEL2_DESC,ASSET_CLASS_DESC,UNITS SOLD
202505,KERALA,KL,KOTTAYAM,625,PALA / RETAIL,USED VEHICLES,MARUTI,CITY,SEDAN,MID SIZE,9
202507,KERALA,KL,ERNAKULAM,359,ERNAKULAM / DISTRIBUTION,NEW VEHICLES,HYUNDAI,NEXON,SUV,MID SIZE,8
202407,KERALA,KL,PATHANAMTHITTA,160,PATHANAMTHITTA / RETAIL,NEW VEHICLES,MARUTI,SANTRO,SEDAN,LUXURY,9
202412,KERALA,KL,THRISSUR,400,IRINJALAKUDA / RETAIL,NEW VEHICLES,TATA,SWIFT,HATCHBACK,LUXURY,8
202411,KERALA,KL,KOLLAM,245,KARUNAGAPPALLY / RETAIL,NEW VEHICLES,HONDA,CITY,HATCHBACK,LUXURY,7
202507,KERALA,KL,KANNUR,998,TALIPARAMBA / RETAIL,USED VEHICLES,HONDA,NEXON,SEDAN,MID SIZE,10
202408,KERALA,KL,PATHANAMTHITTA,924,TIRUVALLA / RETAIL,NEW VEHICLES,TATA,SWIFT,HATCHBACK,LUXURY,2
202505,KERALA,KL,THRISSUR,886,THRISSUR / RETAIL,USED VEHICLES,HONDA,SANTRO,SEDAN,LUXURY,10
202409,KERALA,KL,KOLLAM,214,KOTTARAKKARA / RETAIL,NEW VEHICLES,TATA,SWIFT,SUV,LUXURY,2
202506,KERALA,KL,PALAKKAD,835,MANNARKKAD / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,SUV,SMALL CARS,3
202408,KERALA,KL,KANNUR,888,IRITTY / RETAIL,USED VEHICLES,HYUNDAI,NEXON,HATCHBACK,LUXURY,2
202501,KERALA,KL,ERNAKULAM,189,ERNAKULAM / COMMERCIAL,NEW VEHICLES,TATA,SANTRO,HATCHBACK,SMALL CARS,10
202505,KERALA,KL,KOZHIKODE,659,PERAMBRA / RETAIL,NEW VEHICLES,HONDA,CITY,HATCHBACK,SMALL CARS,9
202504,KERALA,KL,ALAPPUZHA,713,MAVELIKARA / RETAIL,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,MID SIZE,7
202501,KERALA,KL,KOZHIKODE,756,KOZHIKODE / RETAIL,NEW VEHICLES,HYUNDAI,SWIFT,HATCHBACK,MID SIZE,2
202501,KERALA,KL,THRISSUR,939,IRINJALAKUDA / RETAIL,NEW VEHICLES,MARUTI,SANTRO,SEDAN,MID SIZE,6
202407,KERALA,KL,PALAKKAD,380,OTTAPALAM / RETAIL,USED VEHICLES,TATA,SWIFT,HATCHBACK,SMALL CARS,8
202411,KERALA,KL,ERNAKULAM,858,ANGAMALY / RETAIL,USED VEHICLES,MARUTI,NEXON,HATCHBACK,MID SIZE,10
202503,KERALA,KL,KOLLAM,523,KARUNAGAPPALLY / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,SUV,LUXURY,6
202503,KERALA,KL,KASARAGOD,929,KASARAGOD / RETAIL,NEW VEHICLES,HONDA,SANTRO,SUV,LUXURY,6
202502,KERALA,KL,PATHANAMTHITTA,138,PATHANAMTHITTA / RETAIL,USED VEHICLES,TATA,SANTRO,HATCHBACK,SMALL CARS,6
202505,KERALA,KL,IDUKKI,908,KATTAPPANA,USED VEHICLES,HYUNDAI,SANTRO,HATCHBACK,LUXURY,8
202506,KERALA,KL,MALAPPURAM,211,MANJERI / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,SUV,MID SIZE,7
202506,KERALA,KL,PALAKKAD,463,MANNARKKAD / RETAIL,NEW VEHICLES,HONDA,SWIFT,SUV,MID SIZE,1
202505,KERALA,KL,KANNUR,303,KANNUR / COMMERCIAL,USED VEHICLES,TATA,SWIFT,HATCHBACK,LUXURY,3
202501,KERALA,KL,KOZHIKODE,930,VADAKARA / RETAIL,USED VEHICLES,TATA,SANTRO,HATCHBACK,LUXURY,5
202503,KERALA,KL,KOZHIKODE,687,KOZHIKODE / COMMERCIAL,NEW VEHICLES,TATA,SWIFT,SEDAN,SMALL CARS,3
202411,KERALA,KL,KOZHIKODE,913,VADAKARA / RETAIL,NEW VEHICLES,MARUTI,NEXON,SEDAN,MID SIZE,5
202501,KERALA,KL,ERNAKULAM,812,ANGAMALY / RETAIL,USED VEHICLES,MARUTI,SANTRO,SUV,LUXURY,8
202506,KERALA,KL,KANNUR,293,KANNUR / COMMERCIAL,NEW VEHICLES,HYUNDAI,CITY,SUV,MID SIZE,6
202410,KERALA,KL,PATHANAMTHITTA,683,PATHANAMTHITTA / RETAIL,USED VEHICLES,HONDA,NEXON,SUV,LUXURY,3
202408,KERALA,KL,KANNUR,322,TALIPARAMBA / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,SEDAN,SMALL CARS,3
202506,KERALA,KL,ERNAKULAM,114,NORTH PARAVUR / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,HATCHBACK,LUXURY,9
202411,KERALA,KL,PATHANAMTHITTA,773,TIRUVALLA / RETAIL,NEW VEHICLES,TATA,NEXON,HATCHBACK,LUXURY,2
202505,KERALA,KL,KOLLAM,961,KARUNAGAPPALLY / RETAIL,USED VEHICLES,HONDA,SANTRO,HATCHBACK,MID SIZE,8
202409,KERALA,KL,KOZHIKODE,790,VADAKARA / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,HATCHBACK,SMALL CARS,8
202408,KERALA,KL,MALAPPURAM,118,KOTTAKKAL / RETAIL,NEW VEHICLES,MARUTI,CITY,SEDAN,SMALL CARS,3
202408,KERALA,KL,PALAKKAD,237,MANNARKKAD / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,SUV,MID SIZE,2
202502,KERALA,KL,ALAPPUZHA,345,MAVELIKARA / RETAIL,USED VEHICLES,HONDA,SWIFT,SUV,LUXURY,2
202411,KERALA,KL,ERNAKULAM,521,ERNAKULAM / COMMERCIAL,NEW VEHICLES,TATA,NEXON,SEDAN,SMALL CARS,5
202503,KERALA,KL,KOLLAM,275,KOLLAM / RETAIL,NEW VEHICLES,TATA,SWIFT,SEDAN,MID SIZE,9
202503,KERALA,KL,KOZHIKODE,622,VADAKARA / RETAIL,NEW VEHICLES,MARUTI,CITY,SEDAN,LUXURY,1
202408,KERALA,KL,ALAPPUZHA,475,KAYAMKULAM / RETAIL,NEW VEHICLES,TATA,SWIFT,SUV,LUXURY,6
202501,KERALA,KL,ERNAKULAM,700,ERNAKULAM / DISTRIBUTION,NEW VEHICLES,MARUTI,CITY,HATCHBACK,LUXURY,7
202502,KERALA,KL,WAYANAD,888,KALPETTA,NEW VEHICLES,HYUNDAI,NEXON,SEDAN,MID SIZE,7
202504,KERALA,KL,THIRUVANANTHAPURAM,149,NEDUMANGAD / RETAIL,NEW VEHICLES,HONDA,CITY,HATCHBACK,MID SIZE,5
202502,KERALA,KL,KOTTAYAM,211,PALA / RETAIL,NEW VEHICLES,HYUNDAI,CITY,SEDAN,LUXURY,2
202408,KERALA,KL,KASARAGOD,596,KANHANGAD / RETAIL,USED VEHICLES,HYUNDAI,NEXON,HATCHBACK,SMALL CARS,1
202410,KERALA,KL,THIRUVANANTHAPURAM,177,NEYYATTINKARA / RETAIL,NEW VEHICLES,MARUTI,SWIFT,SUV,LUXURY,9
202408,KERALA,KL,WAYANAD,612,MANANTHAVADY,USED VEHICLES,HONDA,NEXON,HATCHBACK,LUXURY,3
202505,KERALA,KL,MALAPPURAM,570,TIRUR / RETAIL,NEW VEHICLES,HONDA,NEXON,HATCHBACK,LUXURY,6
202502,KERALA,KL,MALAPPURAM,973,PERINTHALMANNA / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,SEDAN,MID SIZE,5
202408,KERALA,KL,THIRUVANANTHAPURAM,597,VARKALA / RETAIL,NEW VEHICLES,HONDA,SWIFT,HATCHBACK,MID SIZE,6
202504,KERALA,KL,KANNUR,774,THALASSERY / RETAIL,USED VEHICLES,HONDA,NEXON,HATCHBACK,MID SIZE,3
202408,KERALA,KL,MALAPPURAM,903,PERINTHALMANNA / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,SEDAN,MID SIZE,8
202409,KERALA,KL,KANNUR,801,THALASSERY / RETAIL,USED VEHICLES,TATA,NEXON,SEDAN,MID SIZE,8
202502,KERALA,KL,THIRUVANANTHAPURAM,109,NEDUMANGAD / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,HATCHBACK,SMALL CARS,2
202504,KERALA,KL,ERNAKULAM,276,ANGAMALY / RETAIL,USED VEHICLES,HYUNDAI,CITY,SUV,SMALL CARS,1
202506,KERALA,KL,KOZHIKODE,828,KOZHIKODE / RETAIL,NEW VEHICLES,MARUTI,CITY,SEDAN,LUXURY,7
202412,KERALA,KL,ALAPPUZHA,214,MAVELIKARA / RETAIL,USED VEHICLES,HONDA,SWIFT,SUV,LUXURY,6
202412,KERALA,KL,THRISSUR,768,KUNNAMKULAM / RETAIL,NEW VEHICLES,MARUTI,CITY,HATCHBACK,MID SIZE,1
202411,KERALA,KL,ERNAKULAM,851,NORTH PARAVUR / RETAIL,USED VEHICLES,MARUTI,SWIFT,HATCHBACK,SMALL CARS,7
202503,KERALA,KL,KOZHIKODE,473,KOZHIKODE / DISTRIBUTION,NEW VEHICLES,HYUNDAI,SWIFT,HATCHBACK,SMALL CARS,2
202410,KERALA,KL,KASARAGOD,516,KASARAGOD / RETAIL,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,LUXURY,7
202505,KERALA,KL,PALAKKAD,367,OTTAPALAM / RETAIL,USED VEHICLES,TATA,SWIFT,SEDAN,MID SIZE,6
202502,KERALA,KL,PATHANAMTHITTA,395,PATHANAMTHITTA / RETAIL,USED VEHICLES,HONDA,CITY,SEDAN,LUXURY,7
202407,KERALA,KL,KANNUR,488,KANNUR / RETAIL,USED VEHICLES,HONDA,NEXON,SUV,MID SIZE,1
202410,KERALA,KL,THIRUVANANTHAPURAM,750,THIRUVANANTHAPURAM / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,HATCHBACK,MID SIZE,5
202504,KERALA,KL,ERNAKULAM,742,ERNAKULAM / COMMERCIAL,NEW VEHICLES,TATA,NEXON,SUV,LUXURY,4
202502,KERALA,KL,PALAKKAD,358,PALAKKAD / RETAIL,USED VEHICLES,MARUTI,NEXON,HATCHBACK,SMALL CARS,1
202407,KERALA,KL,KOZHIKODE,573,MUKKAM / RETAIL,USED VEHICLES,HONDA,SWIFT,SUV,LUXURY,3
202506,KERALA,KL,KASARAGOD,862,KANHANGAD / RETAIL,NEW VEHICLES,TATA,NEXON,SUV,MID SIZE,5
202410,KERALA,KL,ERNAKULAM,576,ERNAKULAM / COMMERCIAL,NEW VEHICLES,HONDA,SANTRO,SUV,LUXURY,1
202505,KERALA,KL,ERNAKULAM,442,ANGAMALY / RETAIL,NEW VEHICLES,MARUTI,SWIFT,SEDAN,MID SIZE,10
202503,KERALA,KL,ERNAKULAM,941,ERNAKULAM / DISTRIBUTION,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,LUXURY,5
202502,KERALA,KL,THIRUVANANTHAPURAM,485,VARKALA / RETAIL,NEW VEHICLES,HYUNDAI,NEXON,SUV,MID SIZE,10
202412,KERALA,KL,KOZHIKODE,883,KOZHIKODE / RETAIL,NEW VEHICLES,MARUTI,SWIFT,SEDAN,MID SIZE,2
202407,KERALA,KL,ERNAKULAM,172,KERALA RO,NEW VEHICLES,MARUTI,SWIFT,SEDAN,LUXURY,6
202409,KERALA,KL,ERNAKULAM,537,ERNAKULAM / COMMERCIAL,USED VEHICLES,HONDA,SWIFT,SUV,MID SIZE,9
202501,KERALA,KL,KOLLAM,222,KOTTARAKKARA / RETAIL,USED VEHICLES,TATA,SWIFT,SUV,SMALL CARS,1
202407,KERALA,KL,THIRUVANANTHAPURAM,548,KAZHAKUTTAM / RETAIL,NEW VEHICLES,TATA,CITY,SUV,MID SIZE,7
202501,KERALA,KL,KOLLAM,690,KOLLAM / COMMERCIAL,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,SMALL CARS,9
202506,KERALA,KL,KOTTAYAM,163,KOTTAYAM / RETAIL,NEW VEHICLES,MARUTI,NEXON,SEDAN,MID SIZE,10
202409,KERALA,KL,PALAKKAD,897,PALAKKAD / RETAIL,USED VEHICLES,TATA,SANTRO,SEDAN,MID SIZE,1
202411,KERALA,KL,MALAPPURAM,367,KOTTAKKAL / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,SUV,MID SIZE,10
202504,KERALA,KL,THIRUVANANTHAPURAM,271,THIRUVANANTHAPURAM / RETAIL,NEW VEHICLES,MARUTI,NEXON,HATCHBACK,SMALL CARS,2
202411,KERALA,KL,ERNAKULAM,747,KERALA RO,USED VEHICLES,HONDA,SWIFT,SEDAN,MID SIZE,1
202412,KERALA,KL,MALAPPURAM,110,PERINTHALMANNA / RETAIL,NEW VEHICLES,MARUTI,SWIFT,SEDAN,SMALL CARS,4
202505,KERALA,KL,ERNAKULAM,907,MUVATTUPUZHA / RETAIL,USED VEHICLES,MARUTI,CITY,SUV,MID SIZE,7
202409,KERALA,KL,THIRUVANANTHAPURAM,426,VARKALA / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,HATCHBACK,MID SIZE,5
202409,KERALA,KL,KOLLAM,705,PUNALUR / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,HATCHBACK,SMALL CARS,4
202407,KERALA,KL,KOTTAYAM,760,KANJIRAPALLY / RETAIL,NEW VEHICLES,MARUTI,NEXON,SEDAN,MID SIZE,9
202502,KERALA,KL,PALAKKAD,932,OTTAPALAM / RETAIL,NEW VEHICLES,HYUNDAI,CITY,SEDAN,LUXURY,3
202411,KERALA,KL,IDUKKI,266,KATTAPPANA,USED VEHICLES,HYUNDAI,SANTRO,HATCHBACK,LUXURY,4
202504,KERALA,KL,ALAPPUZHA,352,ALAPPUZHA / RETAIL,NEW VEHICLES,HYUNDAI,NEXON,SEDAN,LUXURY,4
202407,KERALA,KL,MALAPPURAM,969,PERINTHALMANNA / RETAIL,NEW VEHICLES,HYUNDAI,SWIFT,HATCHBACK,MID SIZE,2
202411,KERALA,KL,THIRUVANANTHAPURAM,374,ATTINGAL / RETAIL,USED VEHICLES,TATA,NEXON,SEDAN,SMALL CARS,7
202411,KERALA,KL,PALAKKAD,665,PATTAMBI / RETAIL,NEW VEHICLES,TATA,CITY,SEDAN,SMALL CARS,9
202410,KERALA,KL,KOZHIKODE,571,VADAKARA / RETAIL,NEW VEHICLES,MARUTI,CITY,HATCHBACK,SMALL CARS,4
202503,KERALA,KL,KOLLAM,835,KOLLAM / RETAIL,USED VEHICLES,TATA,NEXON,SUV,MID SIZE,7
202412,KERALA,KL,KANNUR,506,KANNUR / COMMERCIAL,USED VEHICLES,HONDA,SANTRO,HATCHBACK,MID SIZE,10
202409,KERALA,KL,ERNAKULAM,293,ERNAKULAM / RETAIL,USED VEHICLES,MARUTI,SWIFT,HATCHBACK,MID SIZE,2
202407,KERALA,KL,ALAPPUZHA,303,ALAPPUZHA / RETAIL,NEW VEHICLES,MARUTI,SANTRO,HATCHBACK,MID SIZE,4
202505,KERALA,KL,ERNAKULAM,284,ERNAKULAM / RETAIL,NEW VEHICLES,HONDA,SWIFT,SEDAN,MID SIZE,1
202506,KERALA,KL,KANNUR,926,THALASSERY / RETAIL,NEW VEHICLES,HONDA,NEXON,SEDAN,SMALL CARS,5
202506,KERALA,KL,THIRUVANANTHAPURAM,822,NEYYATTINKARA / RETAIL,NEW VEHICLES,HYUNDAI,CITY,SEDAN,SMALL CARS,5
202506,KERALA,KL,KANNUR,681,TALIPARAMBA / RETAIL,USED VEHICLES,MARUTI,SWIFT,SUV,LUXURY,4
202501,KERALA,KL,ALAPPUZHA,883,MAVELIKARA / RETAIL,USED VEHICLES,HONDA,NEXON,SUV,SMALL CARS,8
202409,KERALA,KL,ALAPPUZHA,263,ALAPPUZHA / RETAIL,NEW VEHICLES,HYUNDAI,NEXON,SEDAN,MID SIZE,2
202408,KERALA,KL,MALAPPURAM,449,PERINTHALMANNA / RETAIL,NEW VEHICLES,HONDA,SANTRO,SUV,MID SIZE,3
202410,KERALA,KL,ERNAKULAM,471,KERALA RO,USED VEHICLES,HONDA,CITY,SEDAN,MID SIZE,1
202410,KERALA,KL,THIRUVANANTHAPURAM,654,ATTINGAL / RETAIL,NEW VEHICLES,TATA,SANTRO,SUV,LUXURY,3
202507,KERALA,KL,KOZHIKODE,175,KOZHIKODE / COMMERCIAL,NEW VEHICLES,HYUNDAI,SANTRO,SEDAN,MID SIZE,3
202504,KERALA,KL,PALAKKAD,354,OTTAPALAM / RETAIL,USED VEHICLES,HONDA,CITY,HATCHBACK,SMALL CARS,8
202502,KERALA,KL,KANNUR,244,IRITTY / RETAIL,USED VEHICLES,TATA,SANTRO,HATCHBACK,LUXURY,8
202409,KERALA,KL,THRISSUR,134,IRINJALAKUDA / RETAIL,USED VEHICLES,TATA,SWIFT,SUV,MID SIZE,2
202410,KERALA,KL,THRISSUR,662,IRINJALAKUDA / RETAIL,NEW VEHICLES,TATA,SANTRO,SEDAN,MID SIZE,3
202505,KERALA,KL,THIRUVANANTHAPURAM,179,NEDUMANGAD / RETAIL,NEW VEHICLES,HONDA,SANTRO,SUV,LUXURY,2
202501,KERALA,KL,THRISSUR,801,IRINJALAKUDA / RETAIL,USED VEHICLES,HONDA,CITY,SEDAN,SMALL CARS,7
202501,KERALA,KL,KANNUR,516,IRITTY / RETAIL,USED VEHICLES,MARUTI,CITY,SUV,SMALL CARS,9
202410,KERALA,KL,PATHANAMTHITTA,924,PATHANAMTHITTA / RETAIL,USED VEHICLES,HONDA,CITY,SUV,SMALL CARS,8
202412,KERALA,KL,PATHANAMTHITTA,330,TIRUVALLA / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,HATCHBACK,SMALL CARS,5
202409,KERALA,KL,MALAPPURAM,932,TIRUR / RETAIL,NEW VEHICLES,HONDA,CITY,HATCHBACK,MID SIZE,7
202408,KERALA,KL,THIRUVANANTHAPURAM,183,KAZHAKUTTAM / RETAIL,NEW VEHICLES,HONDA,NEXON,SEDAN,LUXURY,4
202505,KERALA,KL,IDUKKI,809,KATTAPPANA,USED VEHICLES,TATA,NEXON,SUV,MID SIZE,5
202503,KERALA,KL,ERNAKULAM,603,KERALA RO,USED VEHICLES,TATA,SANTRO,HATCHBACK,LUXURY,1
202409,KERALA,KL,THRISSUR,305,KUNNAMKULAM / RETAIL,NEW VEHICLES,HYUNDAI,SWIFT,HATCHBACK,SMALL CARS,5
202504,KERALA,KL,THRISSUR,856,THRISSUR / COMMERCIAL,NEW VEHICLES,MARUTI,SANTRO,SUV,SMALL CARS,1
202411,KERALA,KL,THIRUVANANTHAPURAM,530,THIRUVANANTHAPURAM / RETAIL,USED VEHICLES,HONDA,NEXON,SEDAN,MID SIZE,10
202409,KERALA,KL,ERNAKULAM,589,KERALA RO,USED VEHICLES,MARUTI,SWIFT,SEDAN,LUXURY,5
202408,KERALA,KL,ALAPPUZHA,637,KAYAMKULAM / RETAIL,NEW VEHICLES,HONDA,SWIFT,HATCHBACK,SMALL CARS,9
202408,KERALA,KL,KOZHIKODE,305,KOZHIKODE / COMMERCIAL,NEW VEHICLES,TATA,CITY,HATCHBACK,LUXURY,4
202407,KERALA,KL,THIRUVANANTHAPURAM,947,NEYYATTINKARA / RETAIL,USED VEHICLES,HYUNDAI,NEXON,SEDAN,SMALL CARS,3
202411,KERALA,KL,KOLLAM,816,KOLLAM / COMMERCIAL,USED VEHICLES,MARUTI,CITY,SEDAN,LUXURY,9
202412,KERALA,KL,THIRUVANANTHAPURAM,218,THIRUVANANTHAPURAM / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,HATCHBACK,SMALL CARS,6
202411,KERALA,KL,MALAPPURAM,890,NILAMBUR / RETAIL,USED VEHICLES,MARUTI,SANTRO,SUV,MID SIZE,3
202507,KERALA,KL,KOLLAM,131,KOLLAM / COMMERCIAL,NEW VEHICLES,TATA,SANTRO,SUV,MID SIZE,9
202505,KERALA,KL,ERNAKULAM,542,KERALA RO,USED VEHICLES,HYUNDAI,CITY,SUV,SMALL CARS,2
202412,KERALA,KL,ALAPPUZHA,957,ALAPPUZHA / RETAIL,USED VEHICLES,HONDA,NEXON,SUV,LUXURY,6
202408,KERALA,KL,KASARAGOD,633,KASARAGOD / RETAIL,NEW VEHICLES,TATA,SWIFT,SEDAN,SMALL CARS,3
202411,KERALA,KL,PATHANAMTHITTA,942,PATHANAMTHITTA / RETAIL,USED VEHICLES,HONDA,NEXON,SEDAN,MID SIZE,8
202506,KERALA,KL,KOZHIKODE,647,KOZHIKODE / RETAIL,NEW VEHICLES,HYUNDAI,SWIFT,HATCHBACK,LUXURY,1
202408,KERALA,KL,ERNAKULAM,342,ERNAKULAM / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,SUV,LUXURY,10
202502,KERALA,KL,KANNUR,322,KANNUR / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,SEDAN,MID SIZE,7
202410,KERALA,KL,MALAPPURAM,815,TIRUR / RETAIL,NEW VEHICLES,TATA,NEXON,SUV,SMALL CARS,10
202503,KERALA,KL,KANNUR,436,TALIPARAMBA / RETAIL,NEW VEHICLES,TATA,SWIFT,SUV,MID SIZE,4
202505,KERALA,KL,ERNAKULAM,162,MUVATTUPUZHA / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,SEDAN,MID SIZE,4
202503,KERALA,KL,THIRUVANANTHAPURAM,229,NEDUMANGAD / RETAIL,USED VEHICLES,MARUTI,SWIFT,HATCHBACK,LUXURY,7
202501,KERALA,KL,THIRUVANANTHAPURAM,722,KAZHAKUTTAM / RETAIL,NEW VEHICLES,HYUNDAI,CITY,SEDAN,MID SIZE,3
202410,KERALA,KL,PALAKKAD,850,PALAKKAD / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,SUV,MID SIZE,8
202407,KERALA,KL,PATHANAMTHITTA,590,TIRUVALLA / RETAIL,USED VEHICLES,MARUTI,SANTRO,SEDAN,LUXURY,7
202412,KERALA,KL,MALAPPURAM,737,TIRUR / RETAIL,NEW VEHICLES,MARUTI,CITY,HATCHBACK,MID SIZE,1
202408,KERALA,KL,IDUKKI,525,KATTAPPANA,USED VEHICLES,HYUNDAI,SWIFT,SEDAN,SMALL CARS,5
202411,KERALA,KL,KOZHIKODE,703,PERAMBRA / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,SEDAN,SMALL CARS,7
202409,KERALA,KL,KOLLAM,562,KOLLAM / RETAIL,USED VEHICLES,TATA,SANTRO,SUV,SMALL CARS,7
202411,KERALA,KL,KANNUR,712,TALIPARAMBA / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,HATCHBACK,LUXURY,4
202411,KERALA,KL,KOTTAYAM,932,PALA / RETAIL,NEW VEHICLES,HONDA,CITY,HATCHBACK,LUXURY,9
202411,KERALA,KL,WAYANAD,282,MANANTHAVADY,USED VEHICLES,HONDA,NEXON,SEDAN,LUXURY,2
202408,KERALA,KL,PATHANAMTHITTA,253,TIRUVALLA / RETAIL,NEW VEHICLES,MARUTI,CITY,SUV,MID SIZE,7
202503,KERALA,KL,KASARAGOD,495,KANHANGAD / RETAIL,NEW VEHICLES,TATA,SANTRO,SEDAN,SMALL CARS,7
202408,KERALA,KL,THIRUVANANTHAPURAM,882,THIRUVANANTHAPURAM / RETAIL,NEW VEHICLES,TATA,SWIFT,SUV,SMALL CARS,9
202503,KERALA,KL,KANNUR,906,TALIPARAMBA / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,SUV,SMALL CARS,3
202503,KERALA,KL,KANNUR,519,PAYYANUR / RETAIL,NEW VEHICLES,MARUTI,NEXON,HATCHBACK,SMALL CARS,7
202502,KERALA,KL,ERNAKULAM,844,MUVATTUPUZHA / RETAIL,NEW VEHICLES,TATA,SANTRO,SEDAN,SMALL CARS,3
202409,KERALA,KL,ERNAKULAM,487,KERALA RO,NEW VEHICLES,MARUTI,CITY,HATCHBACK,SMALL CARS,3
202505,KERALA,KL,KOLLAM,509,KOTTARAKKARA / RETAIL,USED VEHICLES,HONDA,SANTRO,SEDAN,MID SIZE,1
202411,KERALA,KL,KOTTAYAM,178,KOTTAYAM / COMMERCIAL,USED VEHICLES,TATA,NEXON,SEDAN,LUXURY,6
202407,KERALA,KL,THIRUVANANTHAPURAM,825,NEYYATTINKARA / RETAIL,USED VEHICLES,TATA,CITY,SUV,SMALL CARS,6
202506,KERALA,KL,KASARAGOD,463,KASARAGOD / RETAIL,NEW VEHICLES,MARUTI,NEXON,SUV,MID SIZE,7
202501,KERALA,KL,KANNUR,122,TALIPARAMBA / RETAIL,USED VEHICLES,HYUNDAI,CITY,SEDAN,SMALL CARS,1
202504,KERALA,KL,KASARAGOD,683,KASARAGOD / RETAIL,NEW VEHICLES,HONDA,CITY,SEDAN,LUXURY,10
202502,KERALA,KL,ERNAKULAM,519,ERNAKULAM / COMMERCIAL,USED VEHICLES,HONDA,NEXON,HATCHBACK,LUXURY,2
202408,KERALA,KL,KASARAGOD,658,KASARAGOD / RETAIL,NEW VEHICLES,MARUTI,SANTRO,HATCHBACK,LUXURY,3
202504,KERALA,KL,KANNUR,226,KANNUR / COMMERCIAL,NEW VEHICLES,TATA,SWIFT,SUV,SMALL CARS,5
202502,KERALA,KL,KOLLAM,809,KARUNAGAPPALLY / RETAIL,NEW VEHICLES,HONDA,SANTRO,SUV,SMALL CARS,7
202408,KERALA,KL,THIRUVANANTHAPURAM,720,ATTINGAL / RETAIL,NEW VEHICLES,TATA,SANTRO,SUV,SMALL CARS,10
202502,KERALA,KL,WAYANAD,444,MANANTHAVADY,USED VEHICLES,MARUTI,NEXON,SUV,SMALL CARS,8
202505,KERALA,KL,THRISSUR,501,THRISSUR / RETAIL,NEW VEHICLES,HONDA,SWIFT,SEDAN,MID SIZE,5
202412,KERALA,KL,ERNAKULAM,316,ERNAKULAM / RETAIL,USED VEHICLES,HONDA,NEXON,SEDAN,LUXURY,2
202411,KERALA,KL,KANNUR,243,KANNUR / RETAIL,NEW VEHICLES,TATA,SANTRO,SUV,SMALL CARS,8
202411,KERALA,KL,MALAPPURAM,756,KOTTAKKAL / RETAIL,USED VEHICLES,MARUTI,NEXON,HATCHBACK,SMALL CARS,7
202504,KERALA,KL,KOZHIKODE,297,PERAMBRA / RETAIL,NEW VEHICLES,MARUTI,CITY,SUV,MID SIZE,4
202411,KERALA,KL,IDUKKI,389,ADIMALI / RETAIL,USED VEHICLES,HONDA,NEXON,HATCHBACK,MID SIZE,9
202501,KERALA,KL,ALAPPUZHA,780,KAYAMKULAM / RETAIL,NEW VEHICLES,TATA,CITY,HATCHBACK,LUXURY,8
202408,KERALA,KL,ERNAKULAM,286,ERNAKULAM / COMMERCIAL,NEW VEHICLES,TATA,CITY,SEDAN,SMALL CARS,4
202501,KERALA,KL,KOLLAM,919,KOLLAM / COMMERCIAL,USED VEHICLES,HYUNDAI,CITY,SEDAN,MID SIZE,4
202410,KERALA,KL,IDUKKI,715,ADIMALI / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,SEDAN,SMALL CARS,2
202503,KERALA,KL,PALAKKAD,801,PALAKKAD / RETAIL,NEW VEHICLES,HONDA,SWIFT,SUV,SMALL CARS,9
202506,KERALA,KL,PATHANAMTHITTA,106,TIRUVALLA / RETAIL,USED VEHICLES,HYUNDAI,NEXON,HATCHBACK,SMALL CARS,6
202503,KERALA,KL,KOLLAM,366,PUNALUR / RETAIL,NEW VEHICLES,HONDA,SANTRO,SUV,MID SIZE,4
